url,status,validation type
nutella.com,TRUE,detected Meta Pixel but no FDC
irv2.com,TRUE,detected Meta Pixel but no FDC
soumunomori.com,TRUE,detected Meta Pixel but no FDC
55content.com.br,FALSE,detected Meta Pixel but no FDC
sovos.com,TRUE,detected Meta Pixel but no FDC
rospa.com,TRUE,detected Meta Pixel but no FDC
productnation.co,FALSE,detected Meta Pixel but no FDC
playbetter.com,FALSE,detected Meta Pixel but no FDC
northerntool.com,FALSE,detected Meta Pixel but no FDC
adorebeauty.com.au,FALSE,detected Meta Pixel but no FDC
nationalcar.com,TRUE,detected Meta Pixel but no FDC
ne-kurim.ru,TRUE,detected Meta Pixel but no FDC
southernco.com,TRUE,detected Meta Pixel but no FDC
gpsworld.com,TRUE,detected Meta Pixel but no FDC
tapresearch.com,TRUE,detected Meta Pixel but no FDC
termedia.pl,TRUE,detected Meta Pixel but no FDC
newportinstitute.com,TRUE,detected Meta Pixel but no FDC
avventurosamente.it,TRUE,detected Meta Pixel but no FDC
tipsport.cz,no meta pixel,detected Meta Pixel but no FDC
outreach.io,FALSE,detected Meta Pixel but no FDC
consumersadvocate.org,TRUE,detected Meta Pixel but no FDC
99acres.com,TRUE,detected Meta Pixel but no FDC
firearmsdepot.com,TRUE,detected Meta Pixel but no FDC
bmc-switzerland.com,TRUE,detected Meta Pixel but no FDC
nikkei.com,TRUE,detected Meta Pixel but no FDC
thegamecrafter.com,TRUE,detected Meta Pixel but no FDC
nakedwines.com,TRUE,detected Meta Pixel but no FDC
dogsnaturallymagazine.com,TRUE,detected Meta Pixel but no FDC
agroinformacion.com,no meta pixel,detected Meta Pixel but no FDC
icmarkets.com,TRUE,detected Meta Pixel but no FDC
fiat.com.mx,FALSE,detected Meta Pixel but no FDC
pawns.app,TRUE,detected Meta Pixel but no FDC
go2bank.com,TRUE,detected Meta Pixel but no FDC
ascodevida.com,TRUE,detected Meta Pixel but no FDC
aasm.org,TRUE,detected Meta Pixel but no FDC
staffr.net,TRUE,detected Meta Pixel but no FDC
pushys.com.au,TRUE,detected Meta Pixel but no FDC
abugarcia.com,TRUE,detected Meta Pixel but no FDC
farmalisto.com.mx,TRUE,detected Meta Pixel but no FDC
spar.co.za,TRUE,detected Meta Pixel but no FDC
mobileposse.com,TRUE,detected Meta Pixel but no FDC
fieldandstream.com,no meta pixel,detected Meta Pixel but no FDC
shogi.or.jp,TRUE,detected Meta Pixel but no FDC
eatingonadime.com,TRUE,detected Meta Pixel but no FDC
thetradedesk.com,TRUE,detected Meta Pixel but no FDC
sunlife.ca,TRUE,detected Meta Pixel but no FDC
enuri.com,TRUE,detected Meta Pixel but no FDC
rei.com,TRUE,detected Meta Pixel but no FDC
jeanhailes.org.au,TRUE,detected Meta Pixel but no FDC
alinamin.com.tw,TRUE,detected Meta Pixel but no FDC
bca.co.id,TRUE,detected Meta Pixel but no FDC
knbr.com,FALSE,detected Meta Pixel but no FDC
liquorandwineoutlets.com,TRUE,detected Meta Pixel but no FDC
staples.ca,TRUE,detected Meta Pixel but no FDC
topcv.vn,TRUE,detected Meta Pixel but no FDC
onclive.com,TRUE,detected Meta Pixel but no FDC
vegasworld.com,TRUE,detected Meta Pixel but no FDC
medscape.com,TRUE,detected Meta Pixel but no FDC
netapp.com,TRUE,detected Meta Pixel but no FDC
daiyafoods.com,TRUE,detected Meta Pixel but no FDC
nerdwallet.com,TRUE,detected Meta Pixel but no FDC
maquinac.com,TRUE,detected Meta Pixel but no FDC
allvolleyball.com,TRUE,detected Meta Pixel but no FDC
sorrisologia.com.br,no meta pixel,detected Meta Pixel but no FDC
bestrecipes.com.au,TRUE,detected Meta Pixel but no FDC
futbolred.com,TRUE,detected Meta Pixel but no FDC
pawlicy.com,TRUE,detected Meta Pixel but no FDC
argenprop.com,TRUE,detected Meta Pixel but no FDC
naijapals.com,TRUE,detected Meta Pixel but no FDC
blackwoods.com.au,TRUE,detected Meta Pixel but no FDC
fnbo.com,TRUE,detected Meta Pixel but no FDC
mizunousa.com,TRUE,detected Meta Pixel but no FDC
hamiltonwatch.com,no meta pixel,detected Meta Pixel but no FDC
lincolnfinancial.com,TRUE,detected Meta Pixel but no FDC
superjeweler.com,TRUE,detected Meta Pixel but no FDC
archdaily.com.br,TRUE,detected Meta Pixel but no FDC
myriad.com,TRUE,detected Meta Pixel but no FDC
aspensnowmass.com,TRUE,detected Meta Pixel but no FDC
hbportal.co,TRUE,detected Meta Pixel but no FDC
3pointdata.com,TRUE,detected Meta Pixel but no FDC
adidas.mx,TRUE,detected Meta Pixel but no FDC
lupus.org,TRUE,detected Meta Pixel but no FDC
masterclass.com,TRUE,detected Meta Pixel but no FDC
bcbsil.com,TRUE,detected Meta Pixel but no FDC
theseniorlist.com,TRUE,detected Meta Pixel but no FDC
springboard.com,TRUE,detected Meta Pixel but no FDC
stm.info,TRUE,detected Meta Pixel but no FDC
dukebasketballreport.com,FALSE,detected Meta Pixel but no FDC
potterybarn.com,TRUE,detected Meta Pixel but no FDC
airmiles.ca,TRUE,detected Meta Pixel but no FDC
ak4.jp,TRUE,detected Meta Pixel but no FDC
gu-global.com,FALSE,detected Meta Pixel but no FDC
culturevelo.com,FALSE,detected Meta Pixel but no FDC
investing.com,TRUE,detected Meta Pixel but no FDC
realmadryt.pl,TRUE,detected Meta Pixel but no FDC
ometria.email,TRUE,detected Meta Pixel but no FDC
plannedparenthood.org,TRUE,detected Meta Pixel but no FDC
classy.org,TRUE,detected Meta Pixel but no FDC
t-mobile.com,TRUE,detected Meta Pixel but no FDC
serenitylodgelakearrowhead.com,TRUE,detected Meta Pixel but no FDC
helsi.me,TRUE,detected Meta Pixel but no FDC
p2pb2b.com,TRUE,detected Meta Pixel but no FDC
kubara.jp,TRUE,detected Meta Pixel but no FDC
dolcegabbana.com,no meta pixel,detected Meta Pixel but no FDC
jdrf.org,TRUE,detected Meta Pixel but no FDC
mevosaude.com.br,TRUE,detected Meta Pixel but no FDC
moneyforward.com,TRUE,detected Meta Pixel but no FDC
shopvox.com,FALSE,detected Meta Pixel but no FDC
axamansard.com,TRUE,detected Meta Pixel but no FDC
zurichlife.co.jp,error loading,detected Meta Pixel but no FDC
enterprise.ca,TRUE,detected Meta Pixel but no FDC
zexy.net,TRUE,detected Meta Pixel but no FDC
hindwareappliances.com,TRUE,detected Meta Pixel but no FDC
piedmontng.com,TRUE,detected Meta Pixel but no FDC
indianexpress.com,TRUE,detected Meta Pixel but no FDC
loungelovers.com.au,TRUE,detected Meta Pixel but no FDC
atelierclassico.com.br,TRUE,detected Meta Pixel but no FDC
zinniahealth.com,TRUE,detected Meta Pixel but no FDC
pensador.com,TRUE,detected Meta Pixel but no FDC
firstlighthomecare.com,TRUE,detected Meta Pixel but no FDC
kyuden.co.jp,error loading,detected Meta Pixel but no FDC
ppg.com,TRUE,detected Meta Pixel but no FDC
cancer.net,no meta pixel,detected Meta Pixel but no FDC
ozmall.co.jp,TRUE,detected Meta Pixel but no FDC
thepointmag.com,TRUE,detected Meta Pixel but no FDC
bola.net,TRUE,detected Meta Pixel but no FDC
drogariaspacheco.com.br,TRUE,detected Meta Pixel but no FDC
sesamecommunications.com,TRUE,detected Meta Pixel but no FDC
mowmag.com,TRUE,detected Meta Pixel but no FDC
photorait.net,error loading,detected Meta Pixel but no FDC
mavsmoneyball.com,FALSE,detected Meta Pixel but no FDC
ashpublications.org,TRUE,detected Meta Pixel but no FDC
express.com,no meta pixel,detected Meta Pixel but no FDC
boystown.org,TRUE,detected Meta Pixel but no FDC
rocketaccount.com,TRUE,detected Meta Pixel but no FDC
reinamadre.mx,TRUE,detected Meta Pixel but no FDC
toryburch.com,TRUE,detected Meta Pixel but no FDC
mdclinics.com.ua,TRUE,detected Meta Pixel but no FDC
experian.com,TRUE,detected Meta Pixel but no FDC
janssen.com,no meta pixel,detected Meta Pixel but no FDC
skyairline.com,TRUE,detected Meta Pixel but no FDC
tennistonic.com,FALSE,detected Meta Pixel but no FDC
unv.org,TRUE,detected Meta Pixel but no FDC
agenaastro.com,TRUE,detected Meta Pixel but no FDC
ko-nenkilab.jp,TRUE,detected Meta Pixel but no FDC
reserveamerica.com,TRUE,detected Meta Pixel but no FDC
manual.com.br,TRUE,detected Meta Pixel but no FDC
groupeproxim.ca,TRUE,detected Meta Pixel but no FDC
jungleerummy.com,no meta pixel,detected Meta Pixel but no FDC
icoola.ua,TRUE,detected Meta Pixel but no FDC
granbluefantasy.jp,TRUE,detected Meta Pixel but no FDC
appbarber.com.br,TRUE,detected Meta Pixel but no FDC
cainz.com,TRUE,detected Meta Pixel but no FDC
arukereso.hu,TRUE,detected Meta Pixel but no FDC
wtatennis.com,no meta pixel,detected Meta Pixel but no FDC
tour.ne.jp,TRUE,detected Meta Pixel but no FDC
1news.co.nz,TRUE,detected Meta Pixel but no FDC
bestchoice.com,TRUE,detected Meta Pixel but no FDC
supermicro.com,TRUE,detected Meta Pixel but no FDC
cpacanada.ca,TRUE,detected Meta Pixel but no FDC
dhbk.co.jp,error loading,detected Meta Pixel but no FDC
barrons.com,TRUE,detected Meta Pixel but no FDC
audiomack.com,TRUE,detected Meta Pixel but no FDC
poshmark.com,TRUE,detected Meta Pixel but no FDC
endinghiv.org.au,TRUE,detected Meta Pixel but no FDC
instabuy.com.br,TRUE,detected Meta Pixel but no FDC
parentsquare.com,TRUE,detected Meta Pixel but no FDC
golo.com,TRUE,detected Meta Pixel but no FDC
wpolu.pl,FALSE,detected Meta Pixel but no FDC
dropbox.com,no meta pixel,detected Meta Pixel but no FDC
espn.com.br,no meta pixel,detected Meta Pixel but no FDC
gstv.jp,TRUE,detected Meta Pixel but no FDC
uiowa.edu,TRUE,detected Meta Pixel but no FDC
rmfon.pl,TRUE,detected Meta Pixel but no FDC
cfa.vic.gov.au,TRUE,detected Meta Pixel but no FDC
thuysinhtim.vn,FALSE,detected Meta Pixel but no FDC
xoom.com,TRUE,detected Meta Pixel but no FDC
theupsstore.com,no meta pixel,detected Meta Pixel but no FDC
fenerbahce.org,error loading,detected Meta Pixel but no FDC
lorealparisusa.com,TRUE,detected Meta Pixel but no FDC
publicaccountants.org.au,TRUE,detected Meta Pixel but no FDC
indiadesire.com,TRUE,detected Meta Pixel but no FDC
propertyroom.com,TRUE,detected Meta Pixel but no FDC
simpleclub.com,TRUE,detected Meta Pixel but no FDC
apteka911.ua,TRUE,detected Meta Pixel but no FDC
makler.md,TRUE,detected Meta Pixel but no FDC
amica.com,TRUE,detected Meta Pixel but no FDC
rohto.co.jp,error loading,detected Meta Pixel but no FDC
bancopatagonia.com.ar,TRUE,detected Meta Pixel but no FDC
beyondblue.org.au,TRUE,detected Meta Pixel but no FDC
municibid.com,TRUE,detected Meta Pixel but no FDC
bal.com,TRUE,detected Meta Pixel but no FDC
karbonhq.com,TRUE,detected Meta Pixel but no FDC
smartpak.com,TRUE,detected Meta Pixel but no FDC
tokyo-gas.co.jp,error loading,detected Meta Pixel but no FDC
elicaindia.com,TRUE,detected Meta Pixel but no FDC
avalanche.ca,TRUE,detected Meta Pixel but no FDC
blocksite.co,TRUE,detected Meta Pixel but no FDC
fishing-you.com,TRUE,detected Meta Pixel but no FDC
krombacher.de,TRUE,detected Meta Pixel but no FDC
emc-sa.pl,TRUE,detected Meta Pixel but no FDC
pazaruvaj.com,TRUE,detected Meta Pixel but no FDC
primeros.de,TRUE,detected Meta Pixel but no FDC
clubpoker.net,TRUE,detected Meta Pixel but no FDC
openpay.mx,TRUE,detected Meta Pixel but no FDC
bidspotter.co.uk,TRUE,detected Meta Pixel but no FDC
europeancoffeetrip.com,TRUE,detected Meta Pixel but no FDC
vivo.com.br,TRUE,detected Meta Pixel but no FDC
woolworthsrewards.com.au,TRUE,detected Meta Pixel but no FDC
nuinvest.com.br,TRUE,detected Meta Pixel but no FDC
glassdoor.co.uk,TRUE,detected Meta Pixel but no FDC
guitarworld.com,FALSE,detected Meta Pixel but no FDC
iu.edu,TRUE,detected Meta Pixel but no FDC
invesco.com,TRUE,detected Meta Pixel but no FDC
ishachoku.com,TRUE,detected Meta Pixel but no FDC
cmohs.org,TRUE,detected Meta Pixel but no FDC
servimedia.es,TRUE,detected Meta Pixel but no FDC
pistolsfiringblog.com,TRUE,detected Meta Pixel but no FDC
accountingweb.co.uk,TRUE,detected Meta Pixel but no FDC
clinikally.com,TRUE,detected Meta Pixel but no FDC
notifadz.com,no meta pixel,detected Meta Pixel but no FDC
caesarsgames.com,TRUE,detected Meta Pixel but no FDC
eldala.kz,TRUE,detected Meta Pixel but no FDC
nedbank.co.za,TRUE,detected Meta Pixel but no FDC
22bet-top.com,error loading,detected Meta Pixel but no FDC
budujemydom.pl,FALSE,detected Meta Pixel but no FDC
nasm.org,TRUE,detected Meta Pixel but no FDC
orami.co.id,TRUE,detected Meta Pixel but no FDC
pcoptimum.ca,TRUE,detected Meta Pixel but no FDC
brzytwa.com,no meta pixel,detected Meta Pixel but no FDC
compositesworld.com,FALSE,detected Meta Pixel but no FDC
jiomart.com,FALSE,detected Meta Pixel but no FDC
22bet.com,error loading,detected Meta Pixel but no FDC
legoland.com,TRUE,detected Meta Pixel but no FDC
cancer.org.au,TRUE,detected Meta Pixel but no FDC
nekretnine.rs,TRUE,detected Meta Pixel but no FDC
holistik.nl,TRUE,detected Meta Pixel but no FDC
planetayurveda.com,TRUE,detected Meta Pixel but no FDC
healthdirect.gov.au,TRUE,detected Meta Pixel but no FDC
dimensions-uk.org,TRUE,detected Meta Pixel but no FDC
translated.net,TRUE,detected Meta Pixel but no FDC
cityandguilds.com,TRUE,detected Meta Pixel but no FDC
dmc.com,TRUE,detected Meta Pixel but no FDC
telmate.com,TRUE,detected Meta Pixel but no FDC
fangraphs.com,no meta pixel,detected Meta Pixel but no FDC
radwell.com,TRUE,detected Meta Pixel but no FDC
moneykit.net,TRUE,detected Meta Pixel but no FDC
wondershare.net,TRUE,detected Meta Pixel but no FDC
heartlandcollegesports.com,TRUE,detected Meta Pixel but no FDC
dexeus.com,TRUE,detected Meta Pixel but no FDC
sevitahealth.com,TRUE,detected Meta Pixel but no FDC
directv.com,TRUE,detected Meta Pixel but no FDC
cartier.jp,TRUE,detected Meta Pixel but no FDC
intimina.com,TRUE,detected Meta Pixel but no FDC
touchstoneclimbing.com,TRUE,detected Meta Pixel but no FDC
tataaig.com,TRUE,detected Meta Pixel but no FDC
bash.com,TRUE,detected Meta Pixel but no FDC
latestspecials.co.za,TRUE,detected Meta Pixel but no FDC
trupanion.com,TRUE,detected Meta Pixel but no FDC
npistanbul.com,TRUE,detected Meta Pixel but no FDC
skyperfectv.co.jp,TRUE,detected Meta Pixel but no FDC
hondajet.com,TRUE,detected Meta Pixel but no FDC
boldpreciousmetals.com,TRUE,detected Meta Pixel but no FDC
architecturaldigest.in,TRUE,detected Meta Pixel but no FDC
sudokuonline.io,TRUE,detected Meta Pixel but no FDC
marcus.com,TRUE,detected Meta Pixel but no FDC
laola1.at,TRUE,detected Meta Pixel but no FDC
fendt.com,TRUE,detected Meta Pixel but no FDC
healthcentral.com,error loading,detected Meta Pixel but no FDC
flixtrain.de,TRUE,detected Meta Pixel but no FDC
sportchek.ca,FALSE,detected Meta Pixel but no FDC
shein.co.uk,FALSE,detected Meta Pixel but no FDC
fairfieldcollectibles.com,TRUE,detected Meta Pixel but no FDC
bucks.com,no meta pixel,detected Meta Pixel but no FDC
hootsuite.com,TRUE,detected Meta Pixel but no FDC
proteinocean.com,TRUE,detected Meta Pixel but no FDC
joinjuno.com,TRUE,detected Meta Pixel but no FDC
pahealthwellness.com,TRUE,detected Meta Pixel but no FDC
breastcancer.org,TRUE,detected Meta Pixel but no FDC
rumandmonkey.com,TRUE,detected Meta Pixel but no FDC
kaonavi.jp,TRUE,detected Meta Pixel but no FDC
his-j.com,TRUE,detected Meta Pixel but no FDC
stash.com,TRUE,detected Meta Pixel but no FDC
pvcfittingsonline.com,TRUE,detected Meta Pixel but no FDC
land.com,TRUE,detected Meta Pixel but no FDC
sendwave.com,TRUE,detected Meta Pixel but no FDC
utah.edu,TRUE,detected Meta Pixel but no FDC
eventective.com,TRUE,detected Meta Pixel but no FDC
beyondmenu.com,TRUE,detected Meta Pixel but no FDC
psychiatrist.com,TRUE,detected Meta Pixel but no FDC
visitcos.com,FALSE,detected Meta Pixel but no FDC
bbb.org,TRUE,detected Meta Pixel but no FDC
freshco.com,TRUE,detected Meta Pixel but no FDC
dtdental.co,TRUE,detected Meta Pixel but no FDC
planetary.org,TRUE,detected Meta Pixel but no FDC
stayz.com.au,TRUE,detected Meta Pixel but no FDC
diabetes.org.br,TRUE,detected Meta Pixel but no FDC
warriors.com,FALSE,detected Meta Pixel but no FDC
purepeople.com.br,TRUE,detected Meta Pixel but no FDC
wpspublish.com,TRUE,detected Meta Pixel but no FDC
voetbalprimeur.nl,TRUE,detected Meta Pixel but no FDC
apex-football.com,TRUE,detected Meta Pixel but no FDC
atriaseniorliving.com,TRUE,detected Meta Pixel but no FDC
thebump.com,TRUE,detected Meta Pixel but no FDC
whataburger.com,TRUE,detected Meta Pixel but no FDC
psychiatry.org,TRUE,detected Meta Pixel but no FDC
prizegrab.com,TRUE,detected Meta Pixel but no FDC
fishusa.com,TRUE,detected Meta Pixel but no FDC
delamere.com,TRUE,detected Meta Pixel but no FDC
redcrossblood.org,TRUE,detected Meta Pixel but no FDC
cmha.ca,TRUE,detected Meta Pixel but no FDC
aae.org,TRUE,detected Meta Pixel but no FDC
vitafor.com.br,TRUE,detected Meta Pixel but no FDC
landwatch.com,TRUE,detected Meta Pixel but no FDC
key.com,TRUE,detected Meta Pixel but no FDC
seniorlifestyle.com,TRUE,detected Meta Pixel but no FDC
macro.com.ar,TRUE,detected Meta Pixel but no FDC
glassdoor.ca,TRUE,detected Meta Pixel but no FDC
lifehacker.ru,TRUE,detected Meta Pixel but no FDC
gridfiti.com,TRUE,detected Meta Pixel but no FDC
musixmatch.com,FALSE,detected Meta Pixel but no FDC
tommy.com,TRUE,detected Meta Pixel but no FDC
qualcomm.com,TRUE,detected Meta Pixel but no FDC
turbotenant.com,FALSE,detected Meta Pixel but no FDC
dataforthai.com,TRUE,detected Meta Pixel but no FDC
ceneo.pl,TRUE,detected Meta Pixel but no FDC
fiozato.com,TRUE,detected Meta Pixel but no FDC
sears.com,FALSE,detected Meta Pixel but no FDC
tuigarden.co.nz,TRUE,detected Meta Pixel but no FDC
simpleviewinc.com,TRUE,detected Meta Pixel but no FDC
nissan-rentacar.com,TRUE,detected Meta Pixel but no FDC
thryv.com,FALSE,detected Meta Pixel but no FDC
afw.com,TRUE,detected Meta Pixel but no FDC
stamps.com,TRUE,detected Meta Pixel but no FDC
bancocajasocial.com,TRUE,detected Meta Pixel but no FDC
thedodo.com,FALSE,detected Meta Pixel but no FDC
pocztex.pl,TRUE,detected Meta Pixel but no FDC
medical-care.net,TRUE,detected Meta Pixel but no FDC
gamek.vn,TRUE,detected Meta Pixel but no FDC
ic-clinic.com,TRUE,detected Meta Pixel but no FDC
rvusa.com,TRUE,detected Meta Pixel but no FDC
drbrighten.com,no meta pixel,detected Meta Pixel but no FDC
doda.jp,TRUE,detected Meta Pixel but no FDC
diabetes.org,TRUE,detected Meta Pixel but no FDC
autouncle.se,FALSE,detected Meta Pixel but no FDC
vansaircraft.com,TRUE,detected Meta Pixel but no FDC
sawai.co.jp,TRUE,detected Meta Pixel but no FDC
vistaprint.com,FALSE,detected Meta Pixel but no FDC
cartune.me,TRUE,detected Meta Pixel but no FDC
msha.ke,TRUE,detected Meta Pixel but no FDC
goredforwomen.org,TRUE,detected Meta Pixel but no FDC
civilim.com,TRUE,detected Meta Pixel but no FDC
skechers.com,TRUE,detected Meta Pixel but no FDC